commune,district,region,province
Amparafaravola,Amparafaravola,Alaotra-Mangoro,Toamasina
Andrebakely Sud,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambohitrarivo,Amparafaravola,Alaotra-Mangoro,Toamasina
Anororo,Amparafaravola,Alaotra-Mangoro,Toamasina
Morarano Chrome,Amparafaravola,Alaotra-Mangoro,Toamasina
Ranomainty,Amparafaravola,Alaotra-Mangoro,Toamasina
Feramanga Nord,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Ambatondrazaka Suburbaine,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Ambandrika,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Ampitatsimo,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Ambohitsilaozana,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Andilana Nord,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambodimanga,Amparafaravola,Alaotra-Mangoro,Toamasina
Vohimena,Amparafaravola,Alaotra-Mangoro,Toamasina
Andrebakely Nord,Amparafaravola,Alaotra-Mangoro,Toamasina
Ambatondrazaka,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Tanambe,Amparafaravola,Alaotra-Mangoro,Toamasina
Beanana,Amparafaravola,Alaotra-Mangoro,Toamasina
Vohitsara,Amparafaravola,Alaotra-Mangoro,Toamasina
Amboavory,Amparafaravola,Alaotra-Mangoro,Toamasina
Ilafy,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Manakambahiny Andrefana,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Antsangasanga,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Ambatosoratra,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Andilanatoby,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Andromba,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Manakambahiny Antsinanana,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Soalazaina,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Tanambao Besakay,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Moramanga,Moramanga,Alaotra-Mangoro,Toamasina
Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Ampasimpotsy Gara,Moramanga,Alaotra-Mangoro,Toamasina
Andasibe,Moramanga,Alaotra-Mangoro,Toamasina
Anosibe Ifody,Moramanga,Alaotra-Mangoro,Toamasina
Vodiriana,Moramanga,Alaotra-Mangoro,Toamasina
Morarano Gara,Moramanga,Alaotra-Mangoro,Toamasina
Belavabary,Moramanga,Alaotra-Mangoro,Toamasina
Sabotsy Anjiro,Moramanga,Alaotra-Mangoro,Toamasina
Ambohidronono,Moramanga,Alaotra-Mangoro,Toamasina
Beforona,Moramanga,Alaotra-Mangoro,Toamasina
Bejofo,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Didy,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Imerimandroso,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Amparihintsokatra,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Antanandava,Ambatondrazaka,Alaotra-Mangoro,Toamasina
Ambatovola,Moramanga,Alaotra-Mangoro,Toamasina
Lakato,Moramanga,Alaotra-Mangoro,Toamasina
Amboasary,Moramanga,Alaotra-Mangoro,Toamasina
Fierenana,Moramanga,Alaotra-Mangoro,Toamasina
Mandialaza,Moramanga,Alaotra-Mangoro,Toamasina
Antaniditra,Moramanga,Alaotra-Mangoro,Toamasina
Ampasipotsy Mandialaza,Moramanga,Alaotra-Mangoro,Toamasina
Antanandava,Moramanga,Alaotra-Mangoro,Toamasina
Mangarivotra,Moramanga,Alaotra-Mangoro,Toamasina
Andaingo,Moramanga,Alaotra-Mangoro,Toamasina
Andilamena,Andilamena,Alaotra-Mangoro,Toamasina
Bemaitso,Andilamena,Alaotra-Mangoro,Toamasina
Antanimenabaka,Andilamena,Alaotra-Mangoro,Toamasina
Tanananifololahy,Andilamena,Alaotra-Mangoro,Toamasina
Maroadabo,Andilamena,Alaotra-Mangoro,Toamasina
Marovato,Andilamena,Alaotra-Mangoro,Toamasina
Miarinarivo,Andilamena,Alaotra-Mangoro,Toamasina
Maitsokely,Andilamena,Alaotra-Mangoro,Toamasina
Anosibe An'ala,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Ampasimaneva,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Tsaravinany,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Longozabe,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Ambatoharanana,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Mahajanga,Mahajanga I,Boeny,Mahajanga
Mahabibo,Mahajanga I,Boeny,Mahajanga
Ampandroantraka,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Tratramarina,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Antandrokomby,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Ambalaomby,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Niarovana Marosampanana,Anosibe-An'ala,Alaotra-Mangoro,Toamasina
Ambolomoty,Marovoay,Boeny,Mahajanga
Marovoay,Marovoay,Boeny,Mahajanga
Tsararano,Marovoay,Boeny,Mahajanga
Ankazomborona,Marovoay,Boeny,Mahajanga
Manaratsandry,Marovoay,Boeny,Mahajanga
Soalala,Soalala,Boeny,Mahajanga
Ambohipaky,Soalala,Boeny,Mahajanga
Andranomavo,Soalala,Boeny,Mahajanga
Ambato Ambarimay,Ambato Boeni,Boeny,Mahajanga
Ankijabe,Ambato Boeni,Boeny,Mahajanga
Tsaramandroso,Ambato Boeni,Boeny,Mahajanga
Ambondromamy,Ambato Boeni,Boeny,Mahajanga
Ankirihitra,Ambato Boeni,Boeny,Mahajanga
Andranomamy,Ambato Boeni,Boeny,Mahajanga
Manerinerina,Ambato Boeni,Boeny,Mahajanga
Antanimasaka,Marovoay,Boeny,Mahajanga
Bemaharivo,Marovoay,Boeny,Mahajanga
Ankaraobato,Marovoay,Boeny,Mahajanga
Mitsinjo,Mitsinjo,Boeny,Mahajanga
Antseza,Mitsinjo,Boeny,Mahajanga
Antongomena Bevary,Mitsinjo,Boeny,Mahajanga
Matsakabanja,Mitsinjo,Boeny,Mahajanga
Katsepy,Mitsinjo,Boeny,Mahajanga
Bekipay,Mitsinjo,Boeny,Mahajanga
Ambarimaninga,Mitsinjo,Boeny,Mahajanga
Bekobay,Mahajanga II,Boeny,Mahajanga
Andranoboka,Mahajanga II,Boeny,Mahajanga
Mahajamba Usine,Mahajanga II,Boeny,Mahajanga
Ambalabe Befanjava,Mahajanga II,Boeny,Mahajanga
Port Berge,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Belobaka,Mahajanga II,Boeny,Mahajanga
Boanamary,Mahajanga II,Boeny,Mahajanga
Ambalakida,Mahajanga II,Boeny,Mahajanga
Betsako,Mahajanga II,Boeny,Mahajanga
Mariarano,Mahajanga II,Boeny,Mahajanga
Ambanjabe,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsaratanana I,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsiningia,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsinjomitondraka,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Maevaranohely,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Port Berge II,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Mandritsara,Mandritsara,Sofia,Mahajanga
Antanandava,Mandritsara,Sofia,Mahajanga
Amboaboa,Mandritsara,Sofia,Mahajanga
Manampaneva,Mandritsara,Sofia,Mahajanga
Ambarikorano,Mandritsara,Sofia,Mahajanga
Andratamarina,Mandritsara,Sofia,Mahajanga
Ambaripaika,Mandritsara,Sofia,Mahajanga
Sitampiky,Ambato Boeni,Boeny,Mahajanga
Marovoay Ville,Marovoay,Boeny,Mahajanga
Marovoay Banlieue,Marovoay,Boeny,Mahajanga
Antanambao Andranolava,Marovoay,Boeny,Mahajanga
Anosinalainolona,Marovoay,Boeny,Mahajanga
Antsoha,Mandritsara,Sofia,Mahajanga
Tsaratanana,Mandritsara,Sofia,Mahajanga
Kalandy,Mandritsara,Sofia,Mahajanga
Antsirabe Centre,Mandritsara,Sofia,Mahajanga
Antsiatsiaka,Mandritsara,Sofia,Mahajanga
Ambodiamontana Kianga,Mandritsara,Sofia,Mahajanga
Ambalakirajy,Mandritsara,Sofia,Mahajanga
Tsarajomoka,Mandritsara,Sofia,Mahajanga
Antsatramidola,Mandritsara,Sofia,Mahajanga
Ankiakabe-Fonoko,Mandritsara,Sofia,Mahajanga
Ambaliha,Analalava,Sofia,Mahajanga
Maromandia,Analalava,Sofia,Mahajanga
Marovatolena,Analalava,Sofia,Mahajanga
Andribavontsona,Analalava,Sofia,Mahajanga
Angoaka Sud,Analalava,Sofia,Mahajanga
Marovantaza,Analalava,Sofia,Mahajanga
Ankaramy,Analalava,Sofia,Mahajanga
Antonibe,Analalava,Sofia,Mahajanga
Mahadrodroka,Analalava,Sofia,Mahajanga
Befandriana Nord,Befandriana Nord,Sofia,Mahajanga
Morafeno,Befandriana Nord,Sofia,Mahajanga
Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Tsiamalao,Befandriana Nord,Sofia,Mahajanga
Maroamalona,Befandriana Nord,Sofia,Mahajanga
Tsarahonenana,Befandriana Nord,Sofia,Mahajanga
Antanambaon'amberina,Mandritsara,Sofia,Mahajanga
Analalava,Analalava,Sofia,Mahajanga
Ambarijeby Sud,Analalava,Sofia,Mahajanga
Ambolobozo,Analalava,Sofia,Mahajanga
Befotaka Nord,Analalava,Sofia,Mahajanga
Matsondakana,Befandriana Nord,Sofia,Mahajanga
Antsohihy,Antsohihy,Sofia,Mahajanga
Ankerika,Antsohihy,Sofia,Mahajanga
Ampandriankilandy,Antsohihy,Sofia,Mahajanga
Anjalazala,Antsohihy,Sofia,Mahajanga
Ampatakamaroreny,Mandritsara,Sofia,Mahajanga
Ankiabe-Salohy,Mandritsara,Sofia,Mahajanga
Pont Sofia,Mandritsara,Sofia,Mahajanga
Ambodiadabo,Mandritsara,Sofia,Mahajanga
Amborondolo,Mandritsara,Sofia,Mahajanga
Antsakanalabe,Befandriana Nord,Sofia,Mahajanga
Ambararata,Befandriana Nord,Sofia,Mahajanga
Ambolidibe Est,Befandriana Nord,Sofia,Mahajanga
Ankarongana,Befandriana Nord,Sofia,Mahajanga
Antsakabary,Befandriana Nord,Sofia,Mahajanga
Anahidrano,Antsohihy,Sofia,Mahajanga
Ambodimandresy,Antsohihy,Sofia,Mahajanga
Anjiamangirana,Antsohihy,Sofia,Mahajanga
Ambodimanary,Antsohihy,Sofia,Mahajanga
Antsahabe,Antsohihy,Sofia,Mahajanga
Ambodimadiro,Antsohihy,Sofia,Mahajanga
Andreba,Antsohihy,Sofia,Mahajanga
Maroala,Antsohihy,Sofia,Mahajanga
Bealanana,Bealanana,Sofia,Mahajanga
Beandrarezona,Bealanana,Sofia,Mahajanga
Antananivo Haut,Bealanana,Sofia,Mahajanga
Antsamaka,Bealanana,Sofia,Mahajanga
Ambatosia,Bealanana,Sofia,Mahajanga
Ambodiampana,Bealanana,Sofia,Mahajanga
Ambatoriha Est,Bealanana,Sofia,Mahajanga
Ambovonomby,Bealanana,Sofia,Mahajanga
Analila,Bealanana,Sofia,Mahajanga
Anjozoromadosy,Bealanana,Sofia,Mahajanga
Mangindrano,Bealanana,Sofia,Mahajanga
Ambararatabe Nord,Bealanana,Sofia,Mahajanga
Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambararata Sofia,Bealanana,Sofia,Mahajanga
Marotolana,Bealanana,Sofia,Mahajanga
Ambodiadabo M,Bealanana,Sofia,Mahajanga
Ankazotokana,Bealanana,Sofia,Mahajanga
Ambalaromba,Bealanana,Sofia,Mahajanga
Mampikony I,Mampikony,Sofia,Mahajanga
Mampikony II,Mampikony,Sofia,Mahajanga
Ambohitoaka,Mampikony,Sofia,Mahajanga
Ankiririky,Mampikony,Sofia,Mahajanga
Bekoratsaka,Mampikony,Sofia,Mahajanga
Malakialina,Mampikony,Sofia,Mahajanga
Betaramahamay,Mampikony,Sofia,Mahajanga
Komajia,Mampikony,Sofia,Mahajanga
Ampasimatera,Mampikony,Sofia,Mahajanga
Ambodihazoambo,Mampikony,Sofia,Mahajanga
Maevatanana I,Maevatanana,Betsiboka,Mahajanga
Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Beratsimanina,Maevatanana,Betsiboka,Mahajanga
Bemokotra,Maevatanana,Betsiboka,Mahajanga
Mahazoma,Maevatanana,Betsiboka,Mahajanga
Antsiafabositra,Maevatanana,Betsiboka,Mahajanga
Antanimbary,Maevatanana,Betsiboka,Mahajanga
Tsararano,Maevatanana,Betsiboka,Mahajanga
Ambalajia,Maevatanana,Betsiboka,Mahajanga
Morafeno,Maevatanana,Betsiboka,Mahajanga
Mangabe,Maevatanana,Betsiboka,Mahajanga
Madiromirafy,Maevatanana,Betsiboka,Mahajanga
Tsaratanana,Tsaratanana,Betsiboka,Mahajanga
Bekapaika,Tsaratanana,Betsiboka,Mahajanga
Marotandrano,Mandritsara,Sofia,Mahajanga
Ambalanjanakomby,Maevatanana,Betsiboka,Mahajanga
Ambilombe,Mandritsara,Sofia,Mahajanga
Marokoro,Maevatanana,Betsiboka,Mahajanga
Andohajango,Mandritsara,Sofia,Mahajanga
Maria,Maevatanana,Betsiboka,Mahajanga
Anjiabe,Mandritsara,Sofia,Mahajanga
Andriba,Maevatanana,Betsiboka,Mahajanga
Ambohisoa,Mandritsara,Sofia,Mahajanga
Mahatsinjo,Maevatanana,Betsiboka,Mahajanga
Tsararova,Tsaratanana,Betsiboka,Mahajanga
Betrandraka,Tsaratanana,Betsiboka,Mahajanga
Keliloha,Tsaratanana,Betsiboka,Mahajanga
Sarobaratra,Tsaratanana,Betsiboka,Mahajanga
Ampandrana,Tsaratanana,Betsiboka,Mahajanga
Andriamena,Tsaratanana,Betsiboka,Mahajanga
Ambakireny,Tsaratanana,Betsiboka,Mahajanga
Brieville,Tsaratanana,Betsiboka,Mahajanga
Sakoamadinika,Tsaratanana,Betsiboka,Mahajanga
Manakana,Tsaratanana,Betsiboka,Mahajanga
Andasibe,Kandreho,Betsiboka,Mahajanga
Soanenga,Besalampy,Melaky,Mahajanga
Bekodoka,Besalampy,Melaky,Mahajanga
Ambolodia Sud,Besalampy,Melaky,Mahajanga
Ankasakasa Tsibiray,Besalampy,Melaky,Mahajanga
Antsalova,Antsalova,Melaky,Mahajanga
Soahany,Antsalova,Melaky,Mahajanga
Masoarivo,Antsalova,Melaky,Mahajanga
Trangahy,Antsalova,Melaky,Mahajanga
Bekopaka,Antsalova,Melaky,Mahajanga
Maintirano,Maintirano,Melaky,Mahajanga
Mafaijijo,Maintirano,Melaky,Mahajanga
Andabotoka,Maintirano,Melaky,Mahajanga
Betanatanana,Maintirano,Melaky,Mahajanga
Andrea,Maintirano,Melaky,Mahajanga
Ankisatra,Maintirano,Melaky,Mahajanga
Marohazo,Maintirano,Melaky,Mahajanga
Antsondrodava,Maintirano,Melaky,Mahajanga
Belitsaky,Maintirano,Melaky,Mahajanga
Tambohorano,Maintirano,Melaky,Mahajanga
Veromanga,Maintirano,Melaky,Mahajanga
Maromavo,Maintirano,Melaky,Mahajanga
Andranovao,Maintirano,Melaky,Mahajanga
Antsaidoha Bebao,Maintirano,Melaky,Mahajanga
Berevo/ranobe,Maintirano,Melaky,Mahajanga
Tanambao I,Toliary-I,Atsimo-Andrefana,Toliara
Tanambao II Tsf Nord,Toliary-I,Atsimo-Andrefana,Toliara
Mahavatse I,Toliary-I,Atsimo-Andrefana,Toliara
Mahavatse II,Toliary-I,Atsimo-Andrefana,Toliara
Betania,Toliary-I,Atsimo-Andrefana,Toliara
Kandreho,Kandreho,Betsiboka,Mahajanga
Ambaliha,Kandreho,Betsiboka,Mahajanga
Behazomaty,Kandreho,Betsiboka,Mahajanga
Antanimbaribe,Kandreho,Betsiboka,Mahajanga
Betaimboay,Kandreho,Betsiboka,Mahajanga
Bebaboky Sud,Maintirano,Melaky,Mahajanga
Bemokotra Sud,Maintirano,Melaky,Mahajanga
Morafenobe,Morafenobe,Melaky,Mahajanga
Andramy,Morafenobe,Melaky,Mahajanga
Beravina,Morafenobe,Melaky,Mahajanga
Mahabe,Besalampy,Melaky,Mahajanga
Ambatomainty,Ambatomainty,Melaky,Mahajanga
Bemarivo,Ambatomainty,Melaky,Mahajanga
Sarodrano,Ambatomainty,Melaky,Mahajanga
Marotsialeha,Ambatomainty,Melaky,Mahajanga
Besakoa,Toliary-I,Atsimo-Andrefana,Toliara
Beroroha,Beroroha,Atsimo-Andrefana,Toliara
Bemavo,Beroroha,Atsimo-Andrefana,Toliara
Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Behisatsy,Beroroha,Atsimo-Andrefana,Toliara
Ankazomanga Ouest,Betioky Atsimo,Atsimo-Andrefana,Toliara
Maroarivo Ankazomanga,Betioky Atsimo,Atsimo-Andrefana,Toliara
Beantake,Betioky Atsimo,Atsimo-Andrefana,Toliara
Masiaboay,Betioky Atsimo,Atsimo-Andrefana,Toliara
Antohabato,Betioky Atsimo,Atsimo-Andrefana,Toliara
Marerano,Beroroha,Atsimo-Andrefana,Toliara
Cu Morombe,Morombe,Atsimo-Andrefana,Toliara
Befandefa,Morombe,Atsimo-Andrefana,Toliara
Ambahikily,Morombe,Atsimo-Andrefana,Toliara
Antongo Vaovao,Morombe,Atsimo-Andrefana,Toliara
Berenty,Ankazoabo,Atsimo-Andrefana,Toliara
Ilemby,Ankazoabo,Atsimo-Andrefana,Toliara
Betioky Atsimo,Betioky Atsimo,Atsimo-Andrefana,Toliara
Sakamasay,Betioky Atsimo,Atsimo-Andrefana,Toliara
Ambatry Mitsinjo,Betioky Atsimo,Atsimo-Andrefana,Toliara
Tameantsoa,Betioky Atsimo,Atsimo-Andrefana,Toliara
Tongobory,Betioky Atsimo,Atsimo-Andrefana,Toliara
Besely,Betioky Atsimo,Atsimo-Andrefana,Toliara
Vatolatsaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Ankazombalala,Betioky Atsimo,Atsimo-Andrefana,Toliara
Marosavoa,Betioky Atsimo,Atsimo-Andrefana,Toliara
Salobe,Betioky Atsimo,Atsimo-Andrefana,Toliara
Tanambao Haut,Betioky Atsimo,Atsimo-Andrefana,Toliara
Belamoty,Betioky Atsimo,Atsimo-Andrefana,Toliara
Antsavoa,Betioky Atsimo,Atsimo-Andrefana,Toliara
Ankilizato,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ankilivalo,Betioky Atsimo,Atsimo-Andrefana,Toliara
Soamanonga,Betioky Atsimo,Atsimo-Andrefana,Toliara
Fenoandala,Betioky Atsimo,Atsimo-Andrefana,Toliara
Soaserana,Betioky Atsimo,Atsimo-Andrefana,Toliara
Bezaha,Betioky Atsimo,Atsimo-Andrefana,Toliara
Manalobe,Betioky Atsimo,Atsimo-Andrefana,Toliara
Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Ankiliabo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Amborompotsy,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Montifeno,Betioky Atsimo,Atsimo-Andrefana,Toliara
Lazarivo,Betioky Atsimo,Atsimo-Andrefana,Toliara
Ampanihy Ouest,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Maniry,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Antaly,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ankilimivory,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Belafike Haut,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Beahitse,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Gogogogo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Androka,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Vohitany,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Beroy Atsimo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Itampolo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Sakaraha,Sakaraha,Atsimo-Andrefana,Toliara
Miary Taheza,Sakaraha,Atsimo-Andrefana,Toliara
Miary Lamatihy,Sakaraha,Atsimo-Andrefana,Toliara
Mahaboboka,Sakaraha,Atsimo-Andrefana,Toliara
Amboronabo,Sakaraha,Atsimo-Andrefana,Toliara
Bereketa,Sakaraha,Atsimo-Andrefana,Toliara
Andamasiny Vineta,Sakaraha,Atsimo-Andrefana,Toliara
Mihavatsy,Sakaraha,Atsimo-Andrefana,Toliara
Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Ambinany,Sakaraha,Atsimo-Andrefana,Toliara
Mikoboka,Sakaraha,Atsimo-Andrefana,Toliara
Mitsinjo,Sakaraha,Atsimo-Andrefana,Toliara
Mitsinjo Betanimena,Toliary-II,Atsimo-Andrefana,Toliara
Belalanda,Toliary-II,Atsimo-Andrefana,Toliara
Betsinjaka,Toliary-II,Atsimo-Andrefana,Toliara
Nosy Ambositra,Morombe,Atsimo-Andrefana,Toliara
Befandriana Sud,Morombe,Atsimo-Andrefana,Toliara
Fotivolo,Ankazoabo,Atsimo-Andrefana,Toliara
Tandrano,Ankazoabo,Atsimo-Andrefana,Toliara
Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Saint Augustin,Toliary-II,Atsimo-Andrefana,Toliara
Anakao,Toliary-II,Atsimo-Andrefana,Toliara
Soalara Sud,Toliary-II,Atsimo-Andrefana,Toliara
Ambolofoty,Toliary-II,Atsimo-Andrefana,Toliara
Ankilimalinike,Toliary-II,Atsimo-Andrefana,Toliara
Miary Ambohibola,Toliary-II,Atsimo-Andrefana,Toliara
Behompy,Toliary-II,Atsimo-Andrefana,Toliara
Maromiandra,Toliary-II,Atsimo-Andrefana,Toliara
Ambohimahavelona,Toliary-II,Atsimo-Andrefana,Toliara
Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Antanimena Onilahy,Toliary-II,Atsimo-Andrefana,Toliara
Manorofify,Toliary-II,Atsimo-Andrefana,Toliara
Marofoty,Toliary-II,Atsimo-Andrefana,Toliara
Tsianisiha,Toliary-II,Atsimo-Andrefana,Toliara
Manombo Sud,Toliary-II,Atsimo-Andrefana,Toliara
Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Milenaka,Toliary-II,Atsimo-Andrefana,Toliara
Ankililoaka,Toliary-II,Atsimo-Andrefana,Toliara
Analamisampy,Toliary-II,Atsimo-Andrefana,Toliara
Beheloka,Toliary-II,Atsimo-Andrefana,Toliara
Tsihombe,Tsihombe,Androy,Toliara
Nikoly,Tsihombe,Androy,Toliara
Betanty (Faux Cap),Tsihombe,Androy,Toliara
Anjampaly,Tsihombe,Androy,Toliara
Marovato,Tsihombe,Androy,Toliara
Tranovaho,Beloha,Androy,Toliara
Kopoky,Beloha,Androy,Toliara
Antaritarika,Tsihombe,Androy,Toliara
Marolinta,Beloha,Androy,Toliara
Imongy,Tsihombe,Androy,Toliara
Tranoroa,Beloha,Androy,Toliara
Ambovombe,Ambovombe-Androy,Androy,Toliara
Behabobo,Beloha,Androy,Toliara
Tsimananada,Ambovombe-Androy,Androy,Toliara
Erada,Ambovombe-Androy,Androy,Toliara
Anjeky Ankilikira,Ambovombe-Androy,Androy,Toliara
Ambanisarika,Ambovombe-Androy,Androy,Toliara
Analamary,Ambovombe-Androy,Androy,Toliara
Ambohimalaza,Ambovombe-Androy,Androy,Toliara
Ambonaivo,Ambovombe-Androy,Androy,Toliara
Maroalomainty,Ambovombe-Androy,Androy,Toliara
Maroalopoty,Ambovombe-Androy,Androy,Toliara
Ambondro,Ambovombe-Androy,Androy,Toliara
Ambazoa,Ambovombe-Androy,Androy,Toliara
Sihanamaro,Ambovombe-Androy,Androy,Toliara
Benenitra,Benenitra,Atsimo-Andrefana,Toliara
Ianapera,Benenitra,Atsimo-Andrefana,Toliara
Ambalavato,Benenitra,Atsimo-Andrefana,Toliara
Ehara,Benenitra,Atsimo-Andrefana,Toliara
Beloha,Beloha,Androy,Toliara
Antsakoamaro,Bekily,Androy,Toliara
Ambatosola,Bekily,Androy,Toliara
Tsirandrany,Bekily,Androy,Toliara
Tsikolaky,Bekily,Androy,Toliara
Manakompy,Bekily,Androy,Toliara
Marovato Befeno,Ambovombe-Androy,Androy,Toliara
Antanimora Atsimo,Ambovombe-Androy,Androy,Toliara
Imanombo,Ambovombe-Androy,Androy,Toliara
Andalatanosy,Ambovombe-Androy,Androy,Toliara
Morafeno Bekily,Bekily,Androy,Toliara
Ampamata,Ambovombe-Androy,Androy,Toliara
Ankaranabo Nord,Bekily,Androy,Toliara
Jafaro,Ambovombe-Androy,Androy,Toliara
Besakoa,Bekily,Androy,Toliara
Anja Nord,Bekily,Androy,Toliara
Ambahita,Bekily,Androy,Toliara
Maroviro,Bekily,Androy,Toliara
Belindo Mahasoa,Bekily,Androy,Toliara
Beteza,Bekily,Androy,Toliara
Tanandava,Bekily,Androy,Toliara
Bekitro,Bekily,Androy,Toliara
Beraketa,Bekily,Androy,Toliara
Vohimanga,Bekily,Androy,Toliara
Bevitiky,Bekily,Androy,Toliara
Anivorano Mitsinjo,Bekily,Androy,Toliara
Fort-Dauphin,Taolagnaro,Anosy,Toliara
Ampasy Nahampoana,Taolagnaro,Anosy,Toliara
Mandromondromotra,Taolagnaro,Anosy,Toliara
Soanierana,Taolagnaro,Anosy,Toliara
Ifarantsa,Taolagnaro,Anosy,Toliara
Isaka-Ivondro,Taolagnaro,Anosy,Toliara
Mandiso,Taolagnaro,Anosy,Toliara
Manambaro,Taolagnaro,Anosy,Toliara
Sarisambo,Taolagnaro,Anosy,Toliara
Ankaramena,Taolagnaro,Anosy,Toliara
Ranopiso,Taolagnaro,Anosy,Toliara
Ambatoabo,Taolagnaro,Anosy,Toliara
Ankariera,Taolagnaro,Anosy,Toliara
Analapatsy,Taolagnaro,Anosy,Toliara
Andranobory,Taolagnaro,Anosy,Toliara
Ambalasoa,Betroka,Anosy,Toliara
Ivahona,Betroka,Anosy,Toliara
Analamary,Betroka,Anosy,Toliara
Ianabinda,Betroka,Anosy,Toliara
Benato Toby,Betroka,Anosy,Toliara
Mahatalaky,Taolagnaro,Anosy,Toliara
Iaboakoho,Taolagnaro,Anosy,Toliara
Enaniliha,Taolagnaro,Anosy,Toliara
Fenoevo-Efita,Taolagnaro,Anosy,Toliara
Enakara-Haut,Taolagnaro,Anosy,Toliara
Mahabo,Betroka,Anosy,Toliara
Beampombo I,Betroka,Anosy,Toliara
Jangany,Betroka,Anosy,Toliara
Mahasoa Est,Betroka,Anosy,Toliara
Bekorobo,Betroka,Anosy,Toliara
Analamary,Taolagnaro,Anosy,Toliara
Soavary,Taolagnaro,Anosy,Toliara
Betroka,Betroka,Anosy,Toliara
Tsaraitso,Betroka,Anosy,Toliara
Naninora,Betroka,Anosy,Toliara
Iaborotra,Betroka,Anosy,Toliara
Isoanala,Betroka,Anosy,Toliara
Beampombo II,Betroka,Anosy,Toliara
Nanarena Besakoa,Betroka,Anosy,Toliara
Ianakafy,Betroka,Anosy,Toliara
Andriandampy,Betroka,Anosy,Toliara
Sakamahily,Betroka,Anosy,Toliara
Ambatomivary,Betroka,Anosy,Toliara
